class1,class2,instance
http://wikidata.dbpedia.org/resource/Q5,http://dbpedia.org/ontology/MusicalWork,set()
http://wikidata.dbpedia.org/resource/Q5,http://dbpedia.org/ontology/Person,"{rdflib.term.URIRef('http://dbpedia.org/resource/Alfred_Jarry'), rdflib.term.URIRef('http://dbpedia.org/resource/Attila'), rdflib.term.URIRef('http://dbpedia.org/resource/Ahab'), rdflib.term.URIRef('http://dbpedia.org/resource/St._Ambrose_Traversari'), rdflib.term.URIRef('http://dbpedia.org/resource/Ananda'), rdflib.term.URIRef('http://dbpedia.org/resource/Antonio_Canova'), rdflib.term.URIRef('http://dbpedia.org/resource/Alger_of_Li%C3%A8ge'), rdflib.term.URIRef('http://dbpedia.org/resource/August_Horch'), rdflib.term.URIRef('http://dbpedia.org/resource/Adam_Weishaupt'), rdflib.term.URIRef('http://dbpedia.org/resource/Anton_Drexler'), rdflib.term.URIRef('http://dbpedia.org/resource/Adalbert_of_Prague'), rdflib.term.URIRef('http://dbpedia.org/resource/Amalric_of_Bena'), rdflib.term.URIRef('http://dbpedia.org/resource/Algol__The_constellation_Perseus_and_Algol,_the_Bright_St__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Andrew_Jackson'), rdflib.term.URIRef('http://dbpedia.org/resource/A._J._Ayer'), rdflib.term.URIRef('http://dbpedia.org/resource/Anna_Kournikova'), rdflib.term.URIRef('http://dbpedia.org/resource/Arsenal_F.C.__Nicklas_Bendtner__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Anne_Bront%C3%AB'), rdflib.term.URIRef('http://dbpedia.org/resource/Aaron'), rdflib.term.URIRef('http://dbpedia.org/resource/Anthemius_of_Tralles'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexander_Severus'), rdflib.term.URIRef('http://dbpedia.org/resource/Andrew_II_of_Hungary'), rdflib.term.URIRef('http://dbpedia.org/resource/Arsenal_F.C.__Theo_Walcott__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Apuleius'), rdflib.term.URIRef('http://dbpedia.org/resource/Auguste_Rodin'), rdflib.term.URIRef('http://dbpedia.org/resource/Alaric_I'), rdflib.term.URIRef('http://dbpedia.org/resource/Ahmed_I'), rdflib.term.URIRef('http://dbpedia.org/resource/Albert_Sidney_Johnston'), rdflib.term.URIRef('http://dbpedia.org/resource/Abner_Doubleday'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexander_the_Great'), rdflib.term.URIRef('http://dbpedia.org/resource/Alypius_of_Antioch'), rdflib.term.URIRef('http://dbpedia.org/resource/Alfred_Lawson'), rdflib.term.URIRef('http://dbpedia.org/resource/Alfonso_the_Battler'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexander_Selkirk'), rdflib.term.URIRef('http://dbpedia.org/resource/Amerigo_Vespucci'), rdflib.term.URIRef('http://dbpedia.org/resource/Andocides'), rdflib.term.URIRef('http://dbpedia.org/resource/Hermann_Kolbe'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexander_Jannaeus'), rdflib.term.URIRef('http://dbpedia.org/resource/Arsenal_F.C.__Wojciech_Szcz%C4%99sny__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Arsenal_F.C.__Thomas_Vermaelen__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Agatha_Christie'), rdflib.term.URIRef('http://dbpedia.org/resource/Andrea_Alciato'), rdflib.term.URIRef('http://dbpedia.org/resource/Aaliyah'), rdflib.term.URIRef('http://dbpedia.org/resource/Alfred_Nobel'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexios_V_Doukas'), rdflib.term.URIRef('http://dbpedia.org/resource/Alfonso_Cuar%C3%B3n'), rdflib.term.URIRef('http://dbpedia.org/resource/Adhemar_of_Le_Puy'), rdflib.term.URIRef('http://dbpedia.org/resource/Amos_Bronson_Alcott'), rdflib.term.URIRef('http://dbpedia.org/resource/Allan_Dwan'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexander_Anderson_(mathematician)'), rdflib.term.URIRef('http://dbpedia.org/resource/Ammonius_Hermiae'), rdflib.term.URIRef('http://dbpedia.org/resource/Amyntas_I_of_Macedon'), rdflib.term.URIRef('http://dbpedia.org/resource/Anaximenes_of_Miletus'), rdflib.term.URIRef('http://dbpedia.org/resource/Augustus'), rdflib.term.URIRef('http://dbpedia.org/resource/Atle_Selberg'), rdflib.term.URIRef('http://dbpedia.org/resource/Arsenal_F.C.__Mesut_%C3%96zil__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Anaxagoras'), rdflib.term.URIRef('http://dbpedia.org/resource/Ahmed_II'), rdflib.term.URIRef('http://dbpedia.org/resource/August_Derleth'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexander_Grothendieck'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexei_Petrovich,_Tsarevich_of_Russia'), rdflib.term.URIRef('http://dbpedia.org/resource/Arsenal_F.C.__Yaya_Sanogo__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Alboin'), rdflib.term.URIRef('http://dbpedia.org/resource/Abraham'), rdflib.term.URIRef('http://dbpedia.org/resource/Aeschylus'), rdflib.term.URIRef('http://dbpedia.org/resource/Miss_Marple'), rdflib.term.URIRef('http://dbpedia.org/resource/Angilbert'), rdflib.term.URIRef('http://dbpedia.org/resource/Arsenal_F.C.__Emiliano_Viviano__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Abel_Tasman'), rdflib.term.URIRef('http://dbpedia.org/resource/Amyntas_III_of_Macedon'), rdflib.term.URIRef('http://dbpedia.org/resource/Alvar_Aalto'), rdflib.term.URIRef('http://dbpedia.org/resource/Alphonse,_Count_of_Poitiers'), rdflib.term.URIRef('http://dbpedia.org/resource/Autpert_Ambrose'), rdflib.term.URIRef('http://dbpedia.org/resource/Archimedes'), rdflib.term.URIRef('http://dbpedia.org/resource/Arthur_Aikin'), rdflib.term.URIRef('http://dbpedia.org/resource/Ammianus_Marcellinus'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexander_I_of_Serbia'), rdflib.term.URIRef('http://dbpedia.org/resource/Alan_Turing'), rdflib.term.URIRef('http://dbpedia.org/resource/Alfred_of_Beverley'), rdflib.term.URIRef('http://dbpedia.org/resource/Avicenna'), rdflib.term.URIRef('http://dbpedia.org/resource/Agrippina_the_Elder'), rdflib.term.URIRef('http://dbpedia.org/resource/Amalasuntha'), rdflib.term.URIRef('http://dbpedia.org/resource/Abraham__Abraham__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Aleksandr_Solzhenitsyn'), rdflib.term.URIRef('http://dbpedia.org/resource/Arabian_Prince'), rdflib.term.URIRef('http://dbpedia.org/resource/Aimoin'), rdflib.term.URIRef('http://dbpedia.org/resource/Albertus_Magnus'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexander_I_of_Scotland'), rdflib.term.URIRef('http://dbpedia.org/resource/Andrey_Markov'), rdflib.term.URIRef('http://dbpedia.org/resource/Ahmed_III'), rdflib.term.URIRef('http://dbpedia.org/resource/Albert_Spalding'), rdflib.term.URIRef('http://dbpedia.org/resource/Amasis_II'), rdflib.term.URIRef('http://dbpedia.org/resource/Ayn_Rand'), rdflib.term.URIRef('http://dbpedia.org/resource/Andre_Agassi'), rdflib.term.URIRef('http://dbpedia.org/resource/Alfonso_Jordan'), rdflib.term.URIRef('http://dbpedia.org/resource/Alp_Arslan'), rdflib.term.URIRef('http://dbpedia.org/resource/Afonso_V_of_Portugal'), rdflib.term.URIRef('http://dbpedia.org/resource/Albert,_Duke_in_Prussia'), rdflib.term.URIRef('http://dbpedia.org/resource/Arsenal_F.C.__Kim_K%C3%A4llstr%C3%B6m__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexander_Aetolus'), rdflib.term.URIRef('http://dbpedia.org/resource/Arsenal_F.C.__Kieran_Gibbs__1'), rdflib.term.URIRef('http://dbpedia.org/resource/A._E._van_Vogt'), rdflib.term.URIRef('http://dbpedia.org/resource/%C3%86lfheah_of_Canterbury'), rdflib.term.URIRef('http://dbpedia.org/resource/Aldous_Huxley'), rdflib.term.URIRef('http://dbpedia.org/resource/Andrew_Johnson'), rdflib.term.URIRef('http://dbpedia.org/resource/Alessandro_Algardi'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexios_I_Komnenos'), rdflib.term.URIRef('http://dbpedia.org/resource/Antoine_Lavoisier'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexander_II_of_Epirus'), rdflib.term.URIRef('http://dbpedia.org/resource/Andronikos_II_Palaiologos'), rdflib.term.URIRef('http://dbpedia.org/resource/Albert_Camus'), rdflib.term.URIRef('http://dbpedia.org/resource/Alfred_the_Great'), rdflib.term.URIRef('http://dbpedia.org/resource/Andronikos_III_Palaiologos'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexander_I_of_Epirus'), rdflib.term.URIRef('http://dbpedia.org/resource/Alfons_Maria_Jakob'), rdflib.term.URIRef('http://dbpedia.org/resource/Alain_Connes'), rdflib.term.URIRef('http://dbpedia.org/resource/Alfred_Russel_Wallace'), rdflib.term.URIRef('http://dbpedia.org/resource/Alessandro_Allori'), rdflib.term.URIRef('http://dbpedia.org/resource/Amalric_I_of_Jerusalem'), rdflib.term.URIRef('http://dbpedia.org/resource/Alan_Ayckbourn'), rdflib.term.URIRef('http://dbpedia.org/resource/Arsenal_F.C.__Per_Mertesacker__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Ani_DiFranco'), rdflib.term.URIRef('http://dbpedia.org/resource/Albert_of_Mainz'), rdflib.term.URIRef('http://dbpedia.org/resource/A._A._Milne'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexis_Carrel'), rdflib.term.URIRef('http://dbpedia.org/resource/Agathon'), rdflib.term.URIRef('http://dbpedia.org/resource/Arsenal_F.C.__Nacho_Monreal__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Augustin-Louis_Cauchy'), rdflib.term.URIRef('http://dbpedia.org/resource/Arsenal_F.C.__Carl_Jenkinson__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexios_III_Angelos'), rdflib.term.URIRef('http://dbpedia.org/resource/Ancus_Marcius'), rdflib.term.URIRef('http://dbpedia.org/resource/Arsenal_F.C.__Santi_Cazorla__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Arsenal_F.C.__Jack_Wilshere__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Augustin-Jean_Fresnel'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexander_Balas'), rdflib.term.URIRef('http://dbpedia.org/resource/Arnold_Schwarzenegger'), rdflib.term.URIRef('http://dbpedia.org/resource/Augustine_of_Hippo'), rdflib.term.URIRef('http://dbpedia.org/resource/Alfred_Korzybski'), rdflib.term.URIRef('http://dbpedia.org/resource/Arsenal_F.C.__Alex_Oxlade-Chamberlain__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Amara_Sinha'), rdflib.term.URIRef('http://dbpedia.org/resource/Amalric_II_of_Jerusalem'), rdflib.term.URIRef('http://dbpedia.org/resource/Akira_Kurosawa'), rdflib.term.URIRef('http://dbpedia.org/resource/Aristotle'), rdflib.term.URIRef('http://dbpedia.org/resource/Alphonsus_a_Sancta_Maria'), rdflib.term.URIRef('http://dbpedia.org/resource/Andrew_Wiles'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexander_III_of_Russia'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexander_II_of_Scotland'), rdflib.term.URIRef('http://dbpedia.org/resource/Arsenal_F.C.__Olivier_Giroud__1'), rdflib.term.URIRef(""http://dbpedia.org/resource/Dodo_(Alice's_Adventures_in_Wonderland)""), rdflib.term.URIRef('http://dbpedia.org/resource/Arsenal_F.C.__Lukas_Podolski__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Afonso_IV_of_Portugal'), rdflib.term.URIRef('http://dbpedia.org/resource/Alfonso_IV_of_Aragon'), rdflib.term.URIRef('http://dbpedia.org/resource/Arne_Kaijser'), rdflib.term.URIRef('http://dbpedia.org/resource/Alvin_Toffler'), rdflib.term.URIRef('http://dbpedia.org/resource/Albertus_Magnus__Albert_the_Great__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Adam_Smith'), rdflib.term.URIRef('http://dbpedia.org/resource/Aristide_Maillol'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexios_II_Komnenos'), rdflib.term.URIRef('http://dbpedia.org/resource/Alfred_Hitchcock'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexander_Fleming'), rdflib.term.URIRef('http://dbpedia.org/resource/Alfonso_III_of_Aragon'), rdflib.term.URIRef('http://dbpedia.org/resource/Alessandro_Volta'), rdflib.term.URIRef('http://dbpedia.org/resource/Albert_Schweitzer'), rdflib.term.URIRef('http://dbpedia.org/resource/Andrew_Carnegie'), rdflib.term.URIRef('http://dbpedia.org/resource/Arsenal_F.C.__Serge_Gnabry__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Arsenal_F.C.__Ryo_Miyaichi__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Andrea_Andreani'), rdflib.term.URIRef('http://dbpedia.org/resource/Albert_the_Bear'), rdflib.term.URIRef('http://dbpedia.org/resource/Andr%C3%A9_Gide'), rdflib.term.URIRef('http://dbpedia.org/resource/Afonso_III_of_Portugal'), rdflib.term.URIRef('http://dbpedia.org/resource/Arsenal_F.C.__Tom%C3%A1%C5%A1_Rosick%C3%BD__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Allen_Ginsberg'), rdflib.term.URIRef('http://dbpedia.org/resource/Amalaric'), rdflib.term.URIRef('http://dbpedia.org/resource/Amitabh_Bachchan'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexander_Mackenzie'), rdflib.term.URIRef('http://dbpedia.org/resource/Afonso_VI_of_Portugal'), rdflib.term.URIRef('http://dbpedia.org/resource/Abu_Bakr__Abu_Bakr__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Alcuin'), rdflib.term.URIRef('http://dbpedia.org/resource/Afonso_de_Albuquerque'), rdflib.term.URIRef('http://dbpedia.org/resource/Antoninus_Pius'), rdflib.term.URIRef('http://dbpedia.org/resource/Anaximander'), rdflib.term.URIRef('http://dbpedia.org/resource/Albert_Alcibiades,_Margrave_of_Brandenburg-Kulmbach'), rdflib.term.URIRef('http://dbpedia.org/resource/Arsenal_F.C.__Aaron_Ramsey__1'), rdflib.term.URIRef('http://dbpedia.org/resource/August_Wilhelm_Ambros'), rdflib.term.URIRef('http://dbpedia.org/resource/Albert_Einstein'), rdflib.term.URIRef('http://dbpedia.org/resource/Andy_Warhol'), rdflib.term.URIRef('http://dbpedia.org/resource/Ealdred_(archbishop_of_York)'), rdflib.term.URIRef('http://dbpedia.org/resource/Alfonso_XIII_of_Spain'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexander_III_of_Scotland'), rdflib.term.URIRef('http://dbpedia.org/resource/Absalon'), rdflib.term.URIRef('http://dbpedia.org/resource/Arsenal_F.C.__Laurent_Koscielny__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Arsenal_F.C.__Abou_Diaby__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Aleister_Crowley'), rdflib.term.URIRef('http://dbpedia.org/resource/Alcamenes'), rdflib.term.URIRef('http://dbpedia.org/resource/Andr%C3%A9_Weil'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexander_Emanuel_Agassiz'), rdflib.term.URIRef('http://dbpedia.org/resource/Ahmad_Shah_Durrani'), rdflib.term.URIRef('http://dbpedia.org/resource/Andreas_Capellanus'), rdflib.term.URIRef('http://dbpedia.org/resource/Andrei_Tarkovsky'), rdflib.term.URIRef('http://dbpedia.org/resource/Alfonso_XII_of_Spain'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexander_Graham_Bell'), rdflib.term.URIRef('http://dbpedia.org/resource/Antonio_Vivaldi'), rdflib.term.URIRef('http://dbpedia.org/resource/Abu_Bakr'), rdflib.term.URIRef('http://dbpedia.org/resource/Alaric_II'), rdflib.term.URIRef('http://dbpedia.org/resource/Agrippina_the_Younger'), rdflib.term.URIRef('http://dbpedia.org/resource/Alcaeus_of_Mytilene'), rdflib.term.URIRef('http://dbpedia.org/resource/Alan_Kay'), rdflib.term.URIRef('http://dbpedia.org/resource/Ambroise'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexis_(poet)'), rdflib.term.URIRef('http://dbpedia.org/resource/Afonso_I_of_Portugal'), rdflib.term.URIRef('http://dbpedia.org/resource/Albert_Speer'), rdflib.term.URIRef('http://dbpedia.org/resource/Aristophanes'), rdflib.term.URIRef('http://dbpedia.org/resource/Abraham_Lincoln'), rdflib.term.URIRef('http://dbpedia.org/resource/Agesilaus_II'), rdflib.term.URIRef('http://dbpedia.org/resource/Hercule_Poirot'), rdflib.term.URIRef('http://dbpedia.org/resource/Afonso_II_of_Portugal'), rdflib.term.URIRef('http://dbpedia.org/resource/Arsenal_F.C.__%C5%81ukasz_Fabia%C5%84ski__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Antonio_Agliardi'), rdflib.term.URIRef('http://dbpedia.org/resource/Alyattes_of_Lydia'), rdflib.term.URIRef('http://dbpedia.org/resource/Anatoly_Karpov'), rdflib.term.URIRef('http://dbpedia.org/resource/Arnold_Schwarzenegger__Arnold_Schwarzenegger__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Arsenal_F.C.__Bacary_Sagna__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Alan_Garner'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexander_of_Pherae'), rdflib.term.URIRef('http://dbpedia.org/resource/Ashoka'), rdflib.term.URIRef('http://dbpedia.org/resource/Agnes_of_Merania'), rdflib.term.URIRef('http://dbpedia.org/resource/Auguste_and_Louis_Lumi%C3%A8re'), rdflib.term.URIRef('http://dbpedia.org/resource/Anaximenes_of_Lampsacus'), rdflib.term.URIRef('http://dbpedia.org/resource/Alhazen'), rdflib.term.URIRef('http://dbpedia.org/resource/Alfonso_II_of_Asturias'), rdflib.term.URIRef('http://dbpedia.org/resource/Andr%C3%A9_de_Longjumeau'), rdflib.term.URIRef('http://dbpedia.org/resource/Alain_de_Lille'), rdflib.term.URIRef('http://dbpedia.org/resource/Ambrose'), rdflib.term.URIRef('http://dbpedia.org/resource/Andronikos_I_Komnenos'), rdflib.term.URIRef('http://dbpedia.org/resource/Andr%C3%A9-Marie_Amp%C3%A8re'), rdflib.term.URIRef('http://dbpedia.org/resource/Arthur_Schopenhauer'), rdflib.term.URIRef('http://dbpedia.org/resource/Andrew_Tridgell'), rdflib.term.URIRef('http://dbpedia.org/resource/Anatole_France'), rdflib.term.URIRef('http://dbpedia.org/resource/Ada_Lovelace'), rdflib.term.URIRef('http://dbpedia.org/resource/Arsenal_F.C.__Mikel_Arteta__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Arsenal_F.C.__Mathieu_Flamini__1'), rdflib.term.URIRef('http://dbpedia.org/resource/Alexander_Jagiellon'), rdflib.term.URIRef('http://dbpedia.org/resource/Alfonso_V_of_Aragon')}"
